Cell #,,Area,equivalent_diameter,orientation,MajorAxisLength,MinorAxisLength,Perimeter,MinIntensity,MeanIntensity,MaxIntensity
58,,2.6795080000000002,1.8470667410882116,-65.25479737221076,2.6632302543443864,1.3437118850766387,5.37010591463477,5.37010591463477,5.37010591463477,5.37010591463477
59,,24.527804000000003,5.588360224458809,-71.07376103299607,6.011949867251281,5.332002798389137,18.71079435976078,18.71079435976078,18.71079435976078,18.71079435976078
60,,172.10686,14.803150342822248,-32.437077055634276,30.113785243766102,10.080329024162815,75.57925687501918,75.57925687501918,75.57925687501918,75.57925687501918
61,,52.765696000000005,8.196546269781804,3.342281026282974,30.10196993143401,4.611042770737002,47.90921801829986,47.90921801829986,47.90921801829986,47.90921801829986
62,,26.588964000000004,5.8184293772752484,-83.95284851643143,14.780304036088348,3.631694141772959,29.54503266768901,29.54503266768901,29.54503266768901,29.54503266768901
63,,7.007944000000001,2.987104187685712,76.13125686206757,5.3133501642960885,1.6898084565447138,11.492423658539082,11.492423658539082,11.492423658539082,11.492423658539082
64,,7.007944000000001,2.987104187685712,-77.86529595314649,3.358000919360213,2.677179337052076,9.034370701221695,9.034370701221695,9.034370701221695,9.034370701221695
65,,34.421372000000005,6.620170089539972,-80.71076405953517,8.805449726191833,5.179880699642834,23.54900618903032,23.54900618903032,23.54900618903032,23.54900618903032
66,,35.65806800000001,6.738045878921832,-4.9270162217331706,7.70804275263629,5.961077619137452,22.718900274395548,22.718900274395548,22.718900274395548,22.718900274395548
67,,10.924148,3.7294848472864905,37.50499645667445,4.02643768701717,3.474561764764041,11.492423658539082,11.492423658539082,11.492423658539082,11.492423658539082
68,,40.192620000000005,7.15365872756825,49.7735086819053,8.125464128657587,6.332803270934839,22.984847317078163,22.984847317078163,22.984847317078163,22.984847317078163
69,,72.758948,9.62494518565843,-89.882861382229,19.843833653102735,6.621007868837888,51.184012378060636,51.184012378060636,51.184012378060636,51.184012378060636
70,,12.985308000000002,4.066129319901898,84.74037143864031,5.817463585667176,2.8827961946838894,13.574370701221696,13.574370701221696,13.574370701221696,13.574370701221696
71,,3.09174,1.9840679499552158,33.58318491918048,2.9837133296649867,1.2847544381629816,5.934264786586926,5.934264786586926,5.934264786586926,5.934264786586926
72,,3.5039720000000005,2.1122016272233,83.71735574436222,2.668608090069413,1.7999891070480154,6.388264786586925,6.388264786586925,6.388264786586925,6.388264786586925
73,,16.695396000000002,4.610557276752265,-19.38747584360757,5.483002090378489,4.077302633508437,15.688582530491237,15.688582530491237,15.688582530491237,15.688582530491237
74,,38.955924,7.042742572215571,-77.75115190261259,10.369266655359388,5.30082521312002,27.884820838419472,27.884820838419472,27.884820838419472,27.884820838419472
75,,11.130264,3.764504252639672,-31.688929023846477,4.861178841723298,3.230923852119062,13.136503094515158,13.136503094515158,13.136503094515158,13.136503094515158
76,,4.740668,2.4568284364319286,6.1612505218179034,3.026945850396927,1.9759403260883133,6.998052957317386,6.998052957317386,6.998052957317386,6.998052957317386
77,,17.107628000000002,4.667130648076881,-10.653381873118425,5.528247600877709,4.046293230583586,15.344741402443395,15.344741402443395,15.344741402443395,15.344741402443395
78,,24.940036000000003,5.63512556047499,67.08268516332275,5.720294623808648,5.60248742103891,17.958582530491235,17.958582530491235,17.958582530491235,17.958582530491235
